"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6175","Verify the prompt Canel alerts on automation practice","","2026-08-05","broken","2026-08-05","","","",""
